NAME	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
PARVA	311.29	107.16	148.64	171.72	100.73	491.42	208.15	151.59	169.84	209.83	390.35	187.39	225.35	114.35	182.55	177.74	121.74	129.69	369.64	375.71	203.61	338.13	237.14	252.95	208.59	120.77	178.4	185.82	188.8	604.83	221.15	122.7	185.84	246.68	196.21	217	200.23	159.13	144.58	464.53	210.52	227.07	146.93	214.54	101.69	505.93	232.32	407.64	375.65	167.85
MPRIP	34.86	20.04	14.65	36.12	50.99	16.69	16.15	49.04	41.86	15.1	9.48	117.93	15.76	118.53	21.19	96	209.73	85.95	20.63	30.51	39.1	17.06	12.74	24.22	21.77	9.62	74.44	39.65	56.77	39.18	55.5	93.58	35.38	24.76	33.47	41.04	27.23	27.95	35.94	36.05	10.47	25.11	111.01	11.14	18.87	26.03	129.36	36.69	60.57	91.42
TMEM130	249.53	169.29	164.11	236.91	173.38	246.88	208.13	203.08	178.49	221.69	212.28	204.2	282.88	214.05	158.85	213.79	237.27	198.59	240.49	292.37	241.84	189.22	241.84	229.12	245.61	177.92	220.1	207.55	246.45	197.14	195.15	107.15	158.19	276.23	207.95	211.9	198.68	237.43	174.54	211.97	318.29	184.17	145.05	288.35	215.87	318.7	197.19	316.76	291.02	168.53
REM2	57.09	52.32	36.16	32.13	44.82	29.04	36.52	49.66	27.74	63.44	40.96	49.74	34.36	43.2	50.82	47.39	26.21	45.79	42.4	59.28	38.18	44.39	36.19	101.54	52.34	140.55	58.29	79.69	55.5	55.22	42.51	56.89	33.73	60.9	39.7	34.78	49.81	33.02	41	45.33	55.85	45.32	37.59	45.5	305.16	59.95	38.45	49.92	98.68	53.21
ABHD14B	946.64	266.73	288.41	1130.9	643.02	395.08	564.88	407	450.76	373.32	333.39	65.15	225.54	223.05	394.23	435.01	156.35	259.83	94.08	231.97	1708.49	727.64	276.74	741.56	606.59	695.36	212.27	374.18	290.64	306.83	566.85	47.46	337.58	950.16	426.13	1042.38	945.8	536.81	129.97	289.22	64.27	172.32	481.52	556.7	657.18	51.04	168.18	52.38	428.35	538.7
RRAD	131.59	104.09	135.14	148.63	174.06	181.3	120.46	104.77	147.99	96.74	157.59	87.96	166.31	105.86	91.8	113.41	121.38	142.45	170.78	140.56	119.22	132.3	106.43	134.66	76.83	101.56	132.14	128.23	118.44	102.4	112.54	119.55	128.62	205.69	107.8	153.19	138.33	132.24	128.75	247.2	123.01	113.43	136.56	124.11	94.61	142.58	110.06	293.18	250.83	96.35
DSC2	3.64	3.8	3.23	4.59	2.66	3.49	2.46	2.37	2.32	3.74	2.83	3.51	2.58	3.51	3.03	3.81	5.56	3.57	4.5	5.6	3.11	5	4.16	4.32	4.9	3.31	4.42	4.38	4.67	3.76	3.1	3.3	4.38	11.59	5.66	4.41	3.71	2.63	3.37	6.06	4.76	4.26	4.51	4.99	3.4	4.91	3.76	3.27	6.61	4.82
CHST8	16.92	11.49	16.6	11.58	12.62	12.82	12.47	12.97	13.86	13.06	14.07	27.13	14.97	14.99	14.3	15.85	14.33	15.33	16.38	56.26	20.37	16.17	28.76	12.92	24.13	8.12	10.02	22.4	24.89	17.47	34.76	15.4	13.8	22.98	25.4	13	10.74	13.03	13.2	13.94	45.37	19.73	16.23	21.92	12.32	27.94	14.67	21.84	20.27	12.94
RUNX3	200.14	116.12	172.23	40.53	101.83	131.23	78.63	103.69	119.19	106.31	73.98	138.33	124.83	105.96	141.57	92.23	141.32	73.85	135.35	153.28	83.23	141.42	117.49	114.5	109.77	107.39	92.74	148.17	237.12	165.46	68.28	132.76	130.35	109.57	125.05	155.52	137.24	84.52	104.96	157.31	111.5	90.6	98.14	150.34	96.37	192.43	121.09	168.69	198.17	117.2
LOC677224	228.97	681.09	323.06	93.64	447.34	206.27	99.91	298.78	503.6	547.52	108.92	114.72	237.93	542.8	231.78	399.73	153.54	105.05	160.62	60.51	55.22	129.52	92.39	418.61	194.33	241.43	241.22	243.18	105.17	370.23	136.24	152.91	91.57	176.43	195.26	156.03	244.23	149.97	247.54	211.07	150.84	285.88	92.4	274.33	214.21	81.76	178.02	92.19	92.65	236.35
BC006779	14.71	33.33	143.09	274.3	20.51	210.59	172.07	73.25	124.95	32.89	145.44	13.85	184.11	130.31	109.38	81.93	74.82	83.62	7.76	217.16	102.91	80.97	85.64	37.38	46.12	72.79	107.86	63.08	121.25	62.99	98.33	288.2	119.91	22.67	38.89	70.22	45.74	114.01	14.28	130.23	245.49	166.29	57.76	196.97	74	18.02	24.97	141.51	7.44	108.37
ATRNL1	24.62	13.14	14.42	8.82	9.74	14.8	13.59	8.71	13.1	9.52	13.92	9.61	4.83	15.68	8.08	32.74	16.86	23.79	9.01	19.88	20.61	18.25	28.55	21.88	13.46	10.32	17.28	29.13	20.09	3.19	14.41	8.76	8.67	21.43	15.47	15.57	20.56	5.45	12.38	29.58	19.8	17.03	18.88	10.12	9.94	7.74	18.99	207.18	41.54	17.49
SGPP1	8.97	11.71	16.35	4.87	5.36	5.06	7.8	5.55	2.52	8.8	3.98	9.25	7.07	4.47	4.02	9.67	5.94	4.24	4.92	10.79	8.09	4.47	5.37	7.25	8.36	5.57	7.29	6.94	6.23	5.99	5.17	10.16	6.14	12.99	6.41	9.92	11.56	3.04	6.3	9.67	7.92	7.12	22.96	5.26	6.53	11.9	6.33	9.63	11.81	10.58
TBX21	12.33	9.46	7.55	6.46	5.1	6.93	6.95	7.01	7.73	19.21	7.61	12.98	5.95	6.33	8.38	9.05	20.14	8.55	14.5	14.05	13.34	6.89	8.58	7.52	9.66	7.6	9.41	10.11	26.48	7.17	7.66	9.55	6.17	14.09	8.59	7.35	8.15	6.66	5.18	11.2	9.82	8.29	8.55	9.53	17.53	11.16	7.77	7.92	16.44	6.57
CYR61	14.57	13.96	17.24	13.48	15.93	9.88	12.51	19.42	15.03	15.8	13.47	13.18	8.02	13.54	14.05	17.84	21.64	16.76	13.18	19.59	16.89	13.24	12.48	19.99	19.34	14.82	15.52	13.64	17.24	16.61	8.63	18.48	9.98	23.55	13	16.64	12.43	11.96	15.35	20.35	20.14	29.44	15.67	16.28	18.22	20.48	22.59	19.77	26.15	13.17
MCOLN3	44.57	116.64	10	53.76	94.04	35.83	76.38	84.22	42.51	159.59	22.97	32.3	145.45	187.17	158.09	42.35	299.6	62.6	589.38	86.47	24.14	26.07	99.64	40.81	207.92	109.18	81.45	42.44	169.01	400.33	99.09	42.78	159.32	61.01	141.92	16.99	116.25	53.65	174.96	258.98	97.46	42	85.8	59.74	215.5	96.31	18.21	113.56	275.42	53.4
AFAP1L1	13.46	6.24	8.73	10.39	9.69	11.99	9.98	10.33	6.85	10.77	9.55	7.55	8.41	7.56	7.62	9.04	9.49	14.36	9.93	13.98	9.46	12.95	9.67	12.64	11.21	9.81	10.03	12.39	11.57	12.64	6.29	10.27	10.91	15.52	10.11	11.63	10.47	9.23	9.47	10.61	9.67	11.85	9.43	15.32	11.83	18.7	12.89	11.89	17.69	8.37
ENO2	68.49	64.76	210.34	71.52	100.55	53.1	152.13	92.88	67.98	78.97	78.97	208.1	96.63	94.1	90.24	96.47	83.74	84.37	167.24	70.29	111.98	48.12	93.51	92.52	49.74	69.63	89.08	79.19	54.36	57.79	86.55	83.84	50.65	99.43	64.27	66.82	43.42	87.06	72.2	115.36	98.05	171.52	57.19	95.07	80.65	54.5	55.58	36.86	51.61	89.57
VNN1	125.51	92.78	124.99	162.32	229.82	71.62	106.82	198.99	113.85	129.64	159.77	131.88	105.83	153.79	162.26	144.46	179.83	389.16	167.06	155.74	124.54	160.83	113.12	152.75	171.39	177.08	148.78	171.62	230.51	173.31	123.35	199.58	258.86	159.76	142.55	127.81	120.33	154.71	166.23	280.94	165.34	108.24	123.94	116.53	171.61	161.72	232	163.9	119.24	189.84
FLNC	387.59	223.32	205.96	258.6	237.91	240.26	248.55	279.11	256.51	236.49	247.86	204.47	253.98	203.12	236.83	295.46	220.42	249.07	229.17	374.17	280.71	301.48	293.95	315.92	269.45	249.36	266.41	279.91	258.34	333.74	228.28	286.53	225.16	359.67	256.71	280.63	264.23	228.82	220.91	276.6	293.01	284.07	253.63	285.4	358.65	394.7	307.79	331.93	413.99	283.8
PTPDC1	349.04	268.45	205.95	264.09	217.69	260.12	235.06	250.05	205.84	208.28	261.57	227.84	209.31	216.4	254.45	229.19	247.48	327.33	266.49	294.08	381.33	316.91	233.01	325.62	280.58	233.88	263.63	270.07	234.59	267.22	187.86	322.47	261.26	301.3	256.47	301.56	342.29	222.17	193.79	283.39	312.81	227.19	272.79	350.76	246.14	344.27	329.15	332.45	317.19	257.59
IRGM2	11.18	3.94	1.77	1.46	3.08	1.84	0.94	6.89	1.45	3.58	0.83	7.51	4.03	3.28	1.54	1.87	3.06	3.35	2.32	6.02	1.5	0.93	5.58	3.81	5.06	3.16	8.12	1.83	3.38	2.08	1.79	5.05	2.06	5.03	6.77	6.11	2.33	3.08	2.5	3.09	1.53	3.24	2.33	3.5	6.76	13.58	8.79	1.51	5.14	1.8
TBX20	1323.33	3145.29	1293.28	3303.49	1743.58	1895.85	1156.46	2229.26	2034.15	966.71	3437.4	1599.58	1692.63	1935.04	3102.11	2971.29	2519.16	1760.07	1218.51	1909.34	2206.39	1157.23	2847.31	2067.28	1112.32	2093.86	3380.17	1197.94	2935.2	1700.87	1288.51	1933.01	2133.81	2901.92	2065.32	1061.81	1817.9	2185.48	1739.48	1902.12	1923.85	895.42	3070.25	2237.28	1859.97	1786.92	1600.76	2697.63	1926.89	1055.25
CTSH	24.1	9.5	11.83	5.49	6.71	8.56	7.45	8.01	6.71	9.45	7.06	7.83	6.44	5.34	6.49	7.41	12.85	7.34	11.01	8.6	7.23	9.7	8.02	10.76	8.72	6.67	6.77	7.34	10.5	8.7	6.82	11.77	9.31	11.43	7.42	9.3	8.33	7.44	5.3	10.41	8.01	17.87	9.38	7.38	9.6	13.46	7.88	21.23	9.79	8.85
1200009I06RIK	69.85	59.47	82.59	73.68	58.06	79.01	62.85	107.4	57.17	72.98	76.49	79.33	71.6	89.01	67.2	78.64	90.69	62.09	55.69	109.85	80.81	56.65	66.73	63.72	88.93	78.16	95.34	79.99	88.47	67.04	76.79	83.07	56.72	66.19	69.2	76.32	66.73	53.21	56.91	81.14	79.39	100.55	73.16	81.64	81.6	103.13	93.39	67.12	121.73	88.28
FAM115A	83.02	92.84	4530.32	526.01	132.29	56.94	126.03	131.58	149.47	119.82	50.36	100.64	70.46	149.91	66.26	202.03	531.68	140.3	153.84	184.72	221.59	130.37	49.22	178.23	189.92	149.87	166.98	268.57	193.36	95.65	197.52	86.32	247.57	351.89	213.84	262.97	298.73	514.38	238.2	135.04	73.18	5835.38	92.44	380.25	126.82	251.26	111.2	192.33	414.71	137.13
GALNT4	110.35	344.06	130.85	219.45	175.8	227.15	220.69	135.95	100.05	325.48	172.95	80.55	200.54	132.17	183.68	257.45	142.52	105.92	225.44	202.59	184.73	193.96	188.8	210.18	218.06	249.56	244.01	149.81	168.33	198.17	191.79	163.44	221.38	129.42	191.47	197.42	184.4	199.91	150.53	230.58	174.21	136.83	101.07	132.64	262.57	197.26	204.52	112.71	214.78	222.2
ACTA1	117.84	116.22	6.58	11.29	4.11	8.24	12.38	7.99	63.64	4.45	9.34	9.88	4.26	3.73	30.63	3.95	145.95	13.55	195.21	8.86	10.12	39.47	16.82	8.65	46.22	36.16	6.08	125.31	125.23	44.16	6.72	4.62	45.01	55.97	51.21	62	120.94	5.98	28.07	8.4	5.4	4.77	8.1	9.45	15.69	20.89	10.09	6.62	4.43	8.36
H2-Q7	156.29	332.44	20.13	72.79	160.05	65.83	51.66	110.52	206.87	348.54	141.07	20.23	58.92	103.14	396.11	110.5	57.16	94.98	56.93	46.01	230.25	191.49	198.36	253.73	358.52	208.31	165.76	261.02	121.52	172.72	48.55	146.27	272.84	131.65	103.93	185.35	120.11	139.22	197	96.8	36.37	13.71	231.54	76.96	92.91	103.95	8.19	82.37	34.26	292.79
AW060742	31.35	54.86	48.8	185.51	68.78	62.59	132.81	102.42	89.14	44.97	684.21	70.93	210.59	63.12	262.92	96.47	60.56	63.19	50.35	128.11	93.14	83.97	102.85	67.56	101.72	60.52	59.35	84.04	43.58	78.76	61.56	609.11	43.21	59.77	78.02	76.41	75.68	149.15	61.05	70.16	3085.57	77.33	67.13	85.52	34.51	36.05	72.31	36.48	63.73	56.75
CXCL10	67.06	54.32	54.56	60.86	55.76	75.95	78.88	89.26	48.73	32.57	55.39	282.54	68.38	70.7	86.31	74.72	116.51	62.98	116.05	91.88	43.99	90.29	68.85	54.92	88.46	56.18	86.6	60.96	136.29	63.88	90.87	56.58	109.46	110.4	45.26	44.05	46.2	74.9	78.88	46.4	81.98	70.35	104.76	99.97	43.22	110.43	86.27	48.65	60.32	55.03
4-Sep	91.56	167.97	105.3	94.01	115.44	119.37	84.87	82.69	86.26	135.59	1564.08	58.55	112.71	153.78	106.59	87.93	96.64	170.24	116.64	263.39	230.62	188.23	94.6	116.17	107.68	56.09	110.59	243.25	1410.84	34.12	207.76	66.62	129.02	192.51	2351.67	85.02	107.15	68.09	77.48	181.72	151.56	87.26	191.1	300.83	52.99	243.75	104.26	277.82	275.28	105.51
NELF	12.51	14.6	14.36	7.92	93.8	3.39	9.07	10.7	7.82	40.53	7.46	5.64	10.51	9.45	11.67	8.88	19.15	20.85	9.74	15.88	13.64	185.86	5.01	5.2	17.63	18.9	17.63	16.45	13.76	37.51	6.11	5.59	16.33	19.17	7.15	21.22	8.19	3.56	13.58	14.54	18.4	9.35	5.66	20.74	13.46	7.93	12.39	14.78	21.29	16.5
2810468N07RIK	8.25	5.09	6.35	4.66	4.26	3.28	4.37	5.23	4.93	6.2	3.27	4.15	4.1	6.5	5.36	5.73	3.5	6.33	4.04	10.31	5.51	3.1	3.52	5.06	6.37	4.98	5.67	4.43	10.21	5.93	4.42	4.54	7.07	16.49	6.99	8.28	8.08	3.94	5.65	5.66	3.23	5.4	8.06	6.71	6.02	8.81	4.67	5.25	7.73	6.07
BC046404	282.06	287.03	375.69	400.03	423.49	356.84	377.26	379.97	286.46	248.13	322.74	249.32	183.87	388.55	355.97	482.38	425.03	375.61	374.37	315.19	291.86	241.55	326.35	228.32	343.14	370.87	378.72	382.25	237.9	326.07	314.93	635.68	309.15	392.85	346.19	585.96	470.14	414.3	250.86	612.61	450.08	314.15	490.99	460.92	334.25	316.19	554.2	362.66	582.97	335.17
SLC24A3	9.37	11.91	2813.58	14.82	17.5	15.67	20.57	14.87	13.71	15.71	8.93	18.94	16.86	10.32	12.05	19.71	22.18	14.33	14.43	10.35	16.79	16.49	15.04	14.63	13.2	20.3	13.64	9.36	20.39	8.55	12.45	16.98	16.48	13.28	17.12	13.73	5.75	15.03	7.22	12.63	13.71	2725.27	13.57	11.92	16.4	29.67	19.15	16.57	13.37	17.3
LATS2	363.1	340.51	350.77	273.49	418.4	440.85	217.89	227.21	230.38	317	174.11	165.44	331.09	306.91	326.31	650.79	212.63	354.85	295.18	290.15	354.87	262.82	234.36	252.44	421.18	387.61	317.63	420.63	312.53	280.63	312.55	275.69	425.86	315.03	480.34	453.91	247.43	303.94	308.85	211.59	279.43	303.95	345.04	373.31	257.04	480.95	299.46	502.8	441.95	235.75
AIFM3	5.93	1.92	2.59	1.08	1.58	1.99	1.47	7.36	1.86	2.73	2.26	2.59	2.01	5.23	1.57	1.83	1.59	2.64	2.7	8.05	3.7	3.13	2.39	4.72	1.19	2.53	1.89	5.87	3.18	3.78	4.06	6.7	5.35	4.96	1.85	3.83	3.75	2.28	2.09	2.26	7.02	6.93	4.69	8.8	3.12	1.79	2.56	3.07	5.26	6.9
6330403K07RIK	1550.17	1042.1	1115.93	1701.88	1924.27	1972.91	1971.4	1793.74	1803.8	1612.32	1238.84	1319.43	1936.11	1704.63	1538.61	2449.95	747.34	4296.82	704.56	992.02	1270.49	1523.82	1753.18	2262.49	837.39	1672.91	2307.6	3247.12	8237.01	3029.92	777.92	620.59	2180.51	2689.19	6118.46	2328.54	2865.27	1172.74	814.22	966.85	969.08	955.73	4374.91	1830.2	838.72	3170.72	811.05	1364.82	2092.17	2170.87
GRAMD1C	49.72	16.19	28.34	13.03	16.36	10.96	19.9	24.05	19.02	14.65	10.02	27.77	6.55	4.85	18.99	22.36	32.74	17.89	11.45	8.77	17.41	31.66	18.62	13.62	18.43	7.6	16.49	22.45	19.66	26.79	27.7	16.76	28.28	11.3	12.7	19.79	47.22	15.47	23.34	12.78	33.58	36.95	23.01	21.46	15.1	21.47	13.65	38.08	12.62	12.35
8430427H17RIK	69.09	22.95	33.04	31.67	46.06	64.07	118.74	73.18	20.78	32.27	46.49	27.82	102.41	103.24	40.31	60.44	41.19	66.67	29.59	115.56	18.78	88.88	8.76	30.37	70.43	37.75	45.71	59.61	49.73	51.71	34.59	81.69	67.54	60.35	63.96	116.38	119.41	49.06	25.05	49.91	35.38	30.18	58.96	111.48	47.74	36.25	36.51	46.86	42.12	32.48
5430407P10RIK	43.14	102.54	149.04	103.1	48.63	105.47	63.47	50.84	87.88	116.3	64.88	37	133.58	45.79	66.51	132.87	104.83	136.45	90.21	119.45	150.62	55.27	49.86	150.88	90.67	83.67	93.9	122.03	195.36	47.63	114.66	98.5	96.67	57.14	72.05	65.09	98.36	48.96	74.57	141.57	131.04	55.82	88.73	166.42	79.94	102.73	93.71	78.57	153.48	92.52
MED12L	19.99	55.46	93.11	30.66	78.83	17.03	32.75	81.12	18.39	62.83	15.62	156.47	28.1	49.52	15.72	12.21	28.88	65.5	26.82	17.77	3.89	41.19	16.11	3.14	58.19	42.81	17.76	119.9	12.07	63.44	8.58	16.2	7.67	10.67	20.45	10.25	19.55	34.53	43.4	35.78	16.42	51.23	11.33	131.63	113.18	21.89	35.08	30.97	16.78	27.2
PYGL	66.24	138.57	118.39	72.14	81.61	118.18	109.9	106.88	55.26	89.48	119.26	137.88	119.73	67.37	60.61	77.48	71.1	62.68	125.92	91.43	102.26	152.93	208.43	76.62	85.51	70.04	125.95	49.59	71.55	61.34	260.67	43.7	42.64	32.32	71.61	75.84	63.42	176.26	197.15	73.82	123.39	78.83	131.9	91.73	102.31	95.93	47.94	59.12	68.11	76.51
THBS4	4805.36	5034.52	526.19	952.06	2801.77	1558.55	1554.53	4232.71	3140.16	4593.46	2596.51	1184.68	1429.76	1869.39	3312.32	1715.01	3099.55	2140.63	2021.92	840.6	3105.75	1470.12	1602.16	5045.26	2935.45	3673.96	2796.88	4687.37	1645.91	3694.2	1589.08	881.23	1401.93	3216.76	4222.34	3197.69	4499.39	2483.06	3416.17	1971.89	1041.54	583.4	1853.8	2264.95	3185.61	532.09	850.92	525.16	805.47	5176.31
STBD1	400.81	212.51	321.94	273.87	202.24	163.6	172.52	296.42	245.29	205.43	248.67	194.09	185.64	221.9	179.79	175.83	214.19	292.29	251.83	179.59	593.58	163.11	224.24	370.89	164.32	252.9	202.66	209.65	197.92	145.76	243.5	296.46	182.19	202.78	245.13	214.36	205.59	192.18	182.02	241.52	502.14	362.91	322.04	272.13	235.69	299.71	404.02	257.97	249.27	209.59
A330049M08RIK	735	698.19	1306.3	458.51	218.24	258.22	907.36	480.3	302.12	478.74	540.27	632.57	534.28	570.53	409.68	261.73	448.59	365.38	739.83	848.32	769.8	425.67	649.5	971.91	490.3	324.71	327.42	366.38	709.29	402.03	1028.19	342.05	585.53	373.76	285.76	294.49	314.75	482.13	513.56	239.91	1073.25	2027.2	587.52	668.08	605.58	204.49	1143.75	512.3	346.36	400.41
ENHO	5.63	14.91	20.1	6.99	9.34	4.25	7.48	18.14	8.48	8.66	7.4	11.4	6.85	17.77	5.74	16.58	12.55	20.64	9.97	4.1	10.86	13.34	13.71	7.87	13.1	9.22	13.6	8.91	18.8	15.03	5.64	10.5	20.43	15.73	10.4	8.51	11.09	13.24	17.34	13.74	16.24	10.41	25.02	7.86	13.04	13.47	30.75	4.77	7.25	7.52
MOGAT2	114.61	98.83	80.52	81.05	95.59	65.39	134.65	136.13	99.27	121.82	99.39	88.18	66.84	212.43	71.59	110.33	140.04	86.71	221.56	91.85	81.52	108.41	123.61	107.3	137.78	120.56	191.27	103.45	141.7	113	90.22	76.18	121.21	72.87	79.54	83.58	108.31	101.53	131.64	190.41	76.52	91.12	101.88	93.34	178.06	153.1	99.83	192.03	140.88	83.59
CTSO	174.85	215.28	283.4	202.27	117.35	161.13	185.61	127.04	112.29	190.85	236.82	232.75	230.46	121.37	165.87	152.48	227.12	136.09	266.73	425.37	180.82	145.38	155.77	175.43	170.65	116.95	154.29	145.91	122.53	107.93	185.7	150.05	127.14	115.71	165.11	199.38	111.23	177.01	119.04	127.82	237.29	415.24	130.99	116.94	119	72.45	130.93	210.89	110.61	112.89
GM967	282.33	80.74	130.59	58.35	70.82	119.47	126.38	157.44	60.84	40.43	29.1	360.22	80.11	103.12	65.3	87.78	58.99	76.45	174.67	118.05	103.61	77.78	88.56	75.15	101.62	91.97	93.08	176.63	185.91	41.1	124.19	106.57	139.86	77.8	67.09	75.02	93.27	126.92	65.26	103.39	160.2	105.75	79.3	79.9	102.49	113.69	209.19	123.19	99.26	66.78
PRKAR1B	39.37	34.48	21.22	29.19	14.17	22.82	17.3	18.87	20.05	31.03	24.2	47.04	20.04	23.61	32.1	23.49	55.8	28.9	24.61	29.04	27.25	46.06	18.96	59.67	51.52	24.7	18.91	32.2	56.3	46.75	27.25	14.14	18.77	27.11	17.4	25.86	28.42	22.69	31.36	33.86	44.93	39.68	47.55	34.14	33.52	88.66	61.25	23.67	42.39	18.31
HIST2H3C2	104.58	85.39	79.74	44.79	91.13	66.62	87.49	105.01	88.44	91.86	95.27	70.81	80.69	78.84	80.31	115.61	73.69	93.56	73.57	111.05	91.67	64.51	94.07	88.35	91.64	72.77	73.63	115.13	121.49	73.12	93.26	102.84	57.13	92.1	102.18	101.16	99.57	81.34	100.91	98.01	93.65	84.72	87.48	124.31	74.16	138.45	127.06	93.37	99.18	75.54
ZBTB4	15.81	7.36	36.52	33.1	172.74	7.92	4.99	22.63	15.94	6.06	9.08	52.79	5.69	16.65	5.57	12.43	111.57	19.58	81.98	17.26	24.65	13.19	6.59	15.24	18.14	7.58	8.73	67.46	16.07	11.89	5.83	10.2	17.63	17.74	19.99	23.66	15.62	26.63	7.68	51.51	7.68	7.56	30.62	9.91	11.93	168.57	11.52	56.67	10.92	13.61
ANXA3	202.64	231.94	298.57	278.47	233.8	476.25	297.32	363.12	240.66	287.89	274.02	402.2	297.78	266.09	208.54	424.92	262.47	276.67	601.63	650.3	443.88	232.33	267.4	222.66	358.27	411.95	359.52	240.38	353.72	488.87	488.38	615.48	247.74	373.35	271.61	191.1	190.39	277.93	407.54	325.76	594.21	361.32	291.98	378.71	386.95	349.55	345.28	343.4	270.76	200.02
SLC45A3	5.89	4.12	26.18	2.63	3.74	5.37	4.43	5.33	4.43	4.79	3.53	4.26	3.99	4.62	4.35	4.75	5.13	5.62	5.24	5.4	4.2	5.17	4.26	3.96	5.68	3.51	5.01	8.64	4.94	5.31	2.73	4.09	4.85	12.39	3.38	5.99	5.74	4.05	5.22	10.94	5.17	9.23	4.75	5.6	5.98	7.8	5.58	8.51	5.09	4.66
EPM2AIP1	209.09	170.79	479.4	142.24	206.78	218.59	292.3	141.11	173.52	166.39	234.81	216.7	335.29	294.72	151.44	120.32	125.84	164.88	163.61	103.36	193.62	508.36	173.95	105.32	313.53	193.09	225.58	206.64	258.81	221.99	491.77	191.52	213.75	88.05	140.66	189.92	116.36	231.4	134.19	228.74	170.46	305.36	159.56	141.42	164.76	115.65	320.29	127.05	157.18	242.44
CERK	53.27	29.83	20.1	24.59	32.08	33.09	31.94	34.58	22.33	14.47	24.71	16.28	33.48	20.91	21.6	23.55	37.16	32.28	27.78	36.9	33.49	22.02	37.86	28.99	28.28	28.34	27.54	33.53	36.39	35.55	32.38	31.43	35.14	47.79	24.64	28.07	33.96	21.83	25.49	43.35	25.45	35.25	37.76	33.5	21.56	40.41	39.96	27.48	49.93	20.12
C030034E14RIK	124.87	82.24	116.15	86.95	122.68	129.05	146.37	91.79	87.48	72.99	119.38	78.13	96.22	203.12	77.77	80.66	120	194.16	163.43	62.76	131.24	99.74	49.72	109.82	112.32	85.92	88.43	95.73	106.37	103.32	73	51.36	101.74	81.48	145.15	87.1	139.74	85.6	111.08	214.93	68.36	97.86	134.07	53.3	106.69	100.34	143.64	131.87	85.58	136.06
GPRC5C	58.45	194.59	144.08	62.44	55.98	77.66	104.73	116.45	31.04	146.31	42.67	373.14	97.26	102.44	63.46	120.58	38.82	41.99	79.31	61.13	50.05	88.54	42.94	44.84	87.13	90.14	120.65	44.61	49.71	58.25	85.88	76.52	65.38	44.64	71.78	47.36	64.64	91.14	78.69	126.09	98.85	156.03	66.37	45.94	116.9	55.11	95.53	34.3	88	81.79
MARVELD2	32.58	34.13	24.3	30.58	29.34	38.09	31.51	49.37	46.12	23.62	17.68	27.48	29.17	27.81	45.84	38.58	39.55	43.31	22.71	49.26	19.97	25.17	25.31	30.44	35.97	36.46	42.09	32.68	37.85	39.71	31.75	26.03	41.87	35.41	24.65	35.4	51.08	23.9	31.68	379.5	26.59	55.14	28.91	23.04	21.91	43.26	29.99	226.34	602.77	25.62
LAMB3	53.8	49.04	84.64	83.87	94.48	80.56	115.79	66.73	42.09	46.21	103.73	75.48	50.37	109.76	38.25	84.58	73.4	49.8	78.41	46.7	48.48	40.97	45.33	46.59	64.36	78.91	92.63	36.82	62.2	48.53	73.11	59.55	104.34	63.56	85.97	47.67	44.1	84.35	75.29	105.52	266.52	73.71	65.36	40.63	104.08	59.7	67.55	57.97	53.07	26.77
FAM101B	14.97	1.96	71.73	1.87	2.58	2.13	1.59	4.76	1.17	4.67	2.53	1.77	3.22	4.76	2.12	2.79	4.34	3.95	2.23	4.32	2.19	2.97	2.45	3.95	3.53	1.48	3.19	3.88	6.23	2.7	6.91	12.3	2.1	3.77	6.91	2.48	2.13	1.7	3.03	3.36	1.59	52.56	5.01	2.91	2.91	2.71	2.73	2.47	2.03	3.55
TMPRSS2	60.72	141.18	51.7	85.96	112.16	77.77	68.18	87.92	63.38	90.86	82.95	55.23	142.77	69.88	130.26	92.79	105.36	85.61	102.19	127.42	120.57	118.79	92.27	64.07	89.59	73.33	85.15	109.37	131.48	82.44	52.46	60.23	83.09	60.89	107.99	75.33	110.93	94.39	67.43	76.79	148.19	82.15	84.53	73.25	64.11	73.66	78.7	60.4	64.41	99
MTHFD2L	4.91	2.71	52.15	27.78	15.72	19.81	58.34	8.37	21.99	6.52	22.81	74.24	52.52	13	10.09	30.94	5.79	9.58	61.61	18.8	6.63	9.24	27.47	3.72	6.39	10.07	5.86	5.27	5.24	2.75	50.7	35.79	3.61	10.03	16.99	8.52	7.83	30.03	4.54	5.29	41.1	19.92	17.14	3	6.24	5.43	26.94	4.03	8.53	4.31
